Id,Probability
1,0.1280579601970773
2,0.09210825767380856
3,0.019029196384100767
4,0.043136630533750664
5,0.10594399476529513
6,0.06463661450860736
7,0.06275510697172398
8,0.0160119543231733
9,0.011963231979008697
10,0.48742076814220126
11,0.011179394585092114
12,0.024372523118181357
13,0.013008690205318257
14,0.04638897304904468
15,0.09091061913643879
16,0.018269654851355812
17,0.06272587947955442
18,0.018269654851355812
19,0.07915940182913984
20,0.08913839426076324
21,0.014502957682172753
22,0.02368985888273218
23,0.015163551288586149
24,0.4905528659363635
25,0.036918774397475915
26,0.01573773957686911
27,0.09618375944483488
28,0.019132766481059757
29,0.08054617115828559
30,0.01214479934725016
31,0.08749466708855955
32,0.015673836688736086
33,0.019311994305266613
34,0.09884522639225271
35,0.20901604522180475
36,0.05674338647005419
37,0.031306747307890764
38,0.01942100786843117
39,0.01343042603450814
40,0.029168365324187626
41,0.3230876432798717
42,0.11194086847367873
43,0.10697585723597611
44,0.014049106276805322
45,0.031348084947073925
46,0.01254345817649588
47,0.01254345817649588
48,0.02877442924817732
49,0.014753005654641339
50,0.06006242030095436
51,0.018269654851355812
52,0.01974960741573261
53,0.011834286129272398
54,0.08607265342044734
55,0.018568875662146895
56,0.060707432437240624
57,0.018269654851355812
58,0.07327769864198277
59,0.07021972533560063
60,0.04960255517228106
61,0.04629027991901589
62,0.012498780295586955
63,0.02045856537041178
64,0.018023851332351768
65,0.01918574587463807
66,0.02691150484476893
67,0.0160119543231733
68,0.10421472037916457
69,0.012868545340788975
70,0.6336148058536155
71,0.029723292061876558
72,0.2619263178684756
73,0.019655346940630408
74,0.11546089045634975
75,0.019655346940630408
76,0.07754877363779097
77,0.07027446132612641
78,0.03479577317570525
79,0.026082808182012678
80,0.01675682670658131
81,0.015835324411394174
82,0.019655346940630408
83,0.020551229673983918
84,0.018269654851355812
85,0.02379113763300156
86,0.020766357482401757
87,0.07915940182913984
88,0.01605348758366064
89,0.03178812679460164
90,0.025210506314781823
91,0.0465013837978145
92,0.015682659215238492
93,0.01343042603450814
94,0.025511936027549937
95,0.011834286129272398
96,0.3099502237178242
97,0.046267796964865486
98,0.10512511327653146
99,0.013586221223750996
100,0.014753005654641339
101,0.09884522639225271
102,0.12009469135390469
103,0.012839029201288066
104,0.11224425792803465
105,0.01995796010456868
106,0.023630691878275892
107,0.2574268223536741
108,0.02512890983409539
109,0.011834286129272398
110,0.022282559724368118
111,0.019132766481059757
112,0.01942100786843117
113,0.022471001924073905
114,0.390337574280433
115,0.11227875725235738
116,0.012498780295586955
117,0.011963231979008697
118,0.11227875725235738
119,0.015505523687455431
120,0.011834286129272398
121,0.02686348822493648
122,0.02514372865124594
123,0.019655346940630408
124,0.5951186952791621
125,0.011963231979008697
126,0.019655346940630408
127,0.013008690205318257
128,0.01586959268589753
129,0.013033713303422926
130,0.060568114927161965
131,0.01343042603450814
132,0.09629570759910527
133,0.014753005654641339
134,0.018624914903057076
135,0.25186690213575563
136,0.014502957682172753
137,0.12007652248497681
138,0.020766357482401757
139,0.011834286129272398
140,0.015505523687455431
141,0.013586221223750996
142,0.02077999973447
143,0.01254345817649588
144,0.019311994305266613
145,0.44011875274857765
146,0.014753005654641339
147,0.014753005654641339
148,0.02311961420406782
149,0.012816125612361624
150,0.06355302517101809
151,0.013008690205318257
152,0.015505523687455431
153,0.013247238471565809
154,0.024789403952488027
155,0.017077743270828647
156,0.02233883631807518
157,0.03686238672333876
158,0.01225412370552213
159,0.2549788492384385
160,0.02233883631807518
161,0.012498780295586955
162,0.01837264686326993
163,0.024052734747232223
164,0.06818833158927237
165,0.013586221223750996
166,0.027680584846900145
167,0.7269801902499404
168,0.024413252236671984
169,0.11878489117428799
170,0.015505523687455431
171,0.013008690205318257
172,0.024563019328010503
173,0.01563322011578915
174,0.06719398504120955
175,0.021635550796943938
176,0.38882351122691333
177,0.022282559724368118
178,0.08749466708855955
179,0.020766357482401757
180,0.017641224985159226
181,0.011834286129272398
182,0.012498780295586955
183,0.03178812679460164
184,0.021529478527127548
185,0.21306938723174484
186,0.022035297471214563
187,0.014753005654641339
188,0.04629027991901589
189,0.08607265342044734
190,0.019397062935915456
191,0.019311994305266613
192,0.06275583368816103
193,0.019655346940630408
194,0.14256493949107507
195,0.01578981773205659
196,0.046969474020066425
197,0.019799690701751558
198,0.011834286129272398
199,0.011963231979008697
200,0.014753005654641339
201,0.10577763047054763
202,0.04566703811640161
203,0.10200797237070579
204,0.09497702315688636
205,0.028509207436853878
206,0.02129470598980309
207,0.012634873868063673
208,0.01214479934725016
209,0.10049875997494276
210,0.01254345817649588
211,0.09618375944483488
212,0.041750780565339374
213,0.018269654851355812
214,0.012868545340788975
215,0.024052734747232223
216,0.11026141692838473
217,0.011834286129272398
218,0.0599834545806655
219,0.021529478527127548
220,0.013586221223750996
221,0.015163551288586149
222,0.011834286129272398
223,0.025182282802118223
224,0.019132766481059757
225,0.011834286129272398
226,0.09884522639225271
227,0.011179394585092114
228,0.1533118522969621
229,0.0928256948538978
230,0.3006805455049328
231,0.11809977694502784
232,0.02512890983409539
233,0.019655346940630408
234,0.025182282802118223
235,0.01214479934725016
236,0.16133884623186945
237,0.3116544846614673
238,0.01254345817649588
239,0.01578981773205659
240,0.02512890983409539
241,0.08607265342044734
242,0.01974960741573261
243,0.011834286129272398
244,0.046969474020066425
245,0.1297644994958926
246,0.016453039588969938
247,0.030925399000168233
248,0.011963231979008697
249,0.01254345817649588
250,0.3916524849373462
251,0.09618375944483488
252,0.07915940182913984
253,0.011963231979008697
254,0.08624484616597668
255,0.012052091999730064
256,0.015673836688736086
257,0.04624821441738227
258,0.09618375944483488
259,0.029168365324187626
260,0.09884522639225271
261,0.011834286129272398
262,0.02379113763300156
263,0.017791159826824263
264,0.06275583368816103
265,0.1297644994958926
266,0.015880070224648133
267,0.041750780565339374
268,0.05589272473414185
269,0.09405641288344836
270,0.014502957682172753
271,0.07581891721409487
272,0.037656475659661064
273,0.01254345817649588
274,0.014753005654641339
275,0.015163551288586149
276,0.032778387901211944
277,0.042656992347617925
278,0.014502957682172753
279,0.13376815514217025
280,0.04366117843423554
281,0.6931104716421872
282,0.032778387901211944
283,0.06515978613836167
284,0.022035297471214563
285,0.014753005654641339
286,0.012634873868063673
287,0.014753005654641339
288,0.018568875662146895
289,0.11546089045634975
290,0.1006583083803171
291,0.06818833158927237
292,0.015505523687455431
293,0.04366117843423554
294,0.015682659215238492
295,0.013008690205318257
296,0.03178812679460164
297,0.019311994305266613
298,0.0511628460389986
299,0.014025119134587483
300,0.018269654851355812
301,0.050350632615492684
302,0.011834286129272398
303,0.02512890983409539
304,0.017136493986260094
305,0.45320000604162775
306,0.017077743270828647
307,0.01254345817649588
308,0.48742076814220126
309,0.1413555904951956
310,0.01343042603450814
311,0.4767918310363786
312,0.011834286129272398
313,0.1249504864423072
314,0.051521369807209595
315,0.06275583368816103
316,0.13059466461659924
317,0.027568586404605855
318,0.0160119543231733
319,0.01214479934725016
320,0.15212691531062184
321,0.095810469635881
322,0.017677962543519176
323,0.0160119543231733
324,0.011834286129272398
325,0.0867539268024352
326,0.01648391850114694
327,0.024137073788064935
328,0.01963352409591459
329,0.019141969347461502
330,0.01254345817649588
331,0.011834286129272398
332,0.0160119543231733
333,0.01343042603450814
334,0.051521369807209595
335,0.019655346940630408
